,GEO,REF_DATE,DGUID,uom_houseindex,scalar_houseindex,house_only,land_only,total_house_land,uom_income,scalar_income,statistic_income,income,uom_expenditure,scalar_expenditure,statistic_expenditure,food_expenditures,income_taxes,mortageinsurance,mortagePaid,accomodation,rent,shelter,total_expenditure,taxes_landregfees,uom_tourist,scalar_tourist,international_tourism,domestic_tourism,uom_labourforce,scalar_labourforce,statistic_labourforce,employment,fulltime,labourforce,parttime,population,unemployment,uom_lfperc,scalar_lfperc,statistic_labourforceperc,employment_rate,participationrate,unemployment_rate,uom_crime,scalar_crime,statistic_crime,crime_incidents,uom_cpi,scalar_cpi,cpi_index,uom_oil,scalar_oil,diesel_fillingstations,diesel_selfservstations,premium_fillingstations,premium_selfservstations,regular_fillingstations,regular_selfservstations,uom_imm,scalar_imm,immigrants,1y_fixed_posted,2y_bond,3y_bond,3y_fixed_posted,5y_bond,5y_fixed_posted,7y_bond,10y_bond,bank,overnight,overnight_target,prime,Mean_Max_Temp,Mean_Min_Temp,Mean_Temp,Total_Rain,Total_Snow,predicted_total_house_index
1406,Manitoba,2005-09,2016A000246,"Index, 201612=100",units,63.7,45.1,58.3,Percent,units,"5-year percent change of median income, Both sexes, All age groups",1.5,,,,,,,,,,,,,Persons,unit,99335.0,170434.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",365.18332,302.16666,382.58334,63.016666,540.5833,17.383333,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",64.28333,67.7,5.016667,Number,unit,"Total of all violations-Rate per 100,000 population",1048.02,Percent,unit,2.0,Cents per litre,units,98.9000015259,98.0999984741,119.599998474,116.599998474,109.099998474,106.699996948,,,,5.0,3.12857142857,3.24142857143,5.4,3.47142857143,5.8,3.65761904762,3.86857142857,2.95454545455,2.70641904762,2.70454545455,4.45,12.8,2.9,7.9,9.4,0.0,57.8971481323
1407,Saskatchewan,1990-10,2016A000247,"Index, 201612=100",units,32.8,34.0,33.1,,,,,,,,,,,,,,,,,Persons,unit,65369.0,82333.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",284.81668,224.8,305.5,60.016666,443.7,20.65,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.75,65.7,7.15,,,,,Percent,unit,3.6,Cents per litre,units,52.75,,67.2000007629,66.0499992371,62.1000003815,61.2000007629,Persons,units,-1917.0,13.25,,,,,13.25,,,,,,13.75,11.6,-2.1,4.8,4.8,0.0,32.9989318848
1408,Saskatchewan,2000-08,2016A000247,"Index, 201612=100",units,43.3,38.3,41.9,Percent,units,"5-year percent change of median income, Both sexes, All age groups",1.17,,,,,,,,,,,,,Persons,unit,38249.0,77520.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",295.31668,240.85,312.36667,54.483334,451.6,17.033333,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",61.616665,65.65,5.9,Number,unit,"Total of all violations-Rate per 100,000 population",1213.06,Percent,unit,1.7,Cents per litre,units,,67.5499992371,82.5999984741,82.1500015259,72.9500007629,72.4500007629,,,,7.9,5.88,5.92,8.1,5.92,8.25,5.92,5.77,6.0,,5.75,7.5,26.4,9.8,18.1,13.7,0.0,41.8350830078
1409,Saskatchewan,2006-07,2016A000247,"Index, 201612=100",units,59.0,49.6,56.4,Percent,units,"5-year percent change of median income, Both sexes, All age groups",1.92,,,,,,,,,,,,,Persons,unit,36665.0,66529.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",310.51666,256.93332,324.85,53.616665,454.01666,14.35,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",65.7,69.05,4.75,Number,unit,"Total of all violations-Rate per 100,000 population",1271.93,Percent,unit,1.9,Cents per litre,units,,99.5,123.200000763,123.650001526,113.149997711,113.350002289,Persons,units,-401.0,6.6,4.23047619048,4.27333333333,6.75,4.31428571429,6.95,4.37523809524,4.44095238095,4.5,4.24363,4.25,6.0,29.2,12.1,20.7,24.3,0.0,56.4820098877
1410,Saskatchewan,2007-10,2016A000247,"Index, 201612=100",units,86.5,65.3,80.9,,,,,,,,,,,,,,,,,Persons,unit,38469.0,63007.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",321.3,266.98334,335.01666,54.316666,462.55,13.75,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",66.71667,69.9,4.516667,Number,unit,"Total of all violations-Rate per 100,000 population",1258.05,Percent,unit,2.2,Cents per litre,units,,95.5,111.349998474,111.650001526,101.0,100.400001526,Persons,units,1828.0,7.18333333333,4.20636363636,4.26545454545,7.36666666667,4.27636363636,7.35666666667,4.30409090909,4.36272727273,4.75,4.50753181818,4.5,6.25,13.6,0.2,6.9,17.9,0.0,81.4644775391
1411,Alberta,2008-07,2016A000248,"Index, 201612=100",units,100.6,101.0,100.6,,,,,,,,,,,,,,,,,Persons,unit,164243.0,355701.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1299.5333,1099.8667,1344.6833,199.66667,1757.5167,45.133335,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",70.1,72.816666,3.7333333,Number,unit,"Total of all violations-Rate per 100,000 population",837.13,Percent,unit,2.5,Cents per litre,units,140.050003052,139.650001526,142.800003052,142.899993896,132.200004578,131.25,Persons,units,9112.0,6.95,3.13086956522,3.29,6.76666666667,3.37913043478,7.15,3.54956521739,3.75304347826,3.25,2.99853636364,3.0,4.75,,,,,,100.084037781
1412,Alberta,2016-03,2016A000248,"Index, 201612=100",units,101.2,98.9,100.4,,,,,Dollars,unit,Average expenditure per household,156.33,813.83,1951.5,9.17,604.08,1591.75,353.58,1798.75,8876.17,Persons,unit,288177.0,373041.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1456.7167,1207.8667,1567.0,248.83333,2093.8667,110.28333,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",66.2,71.5,7.4666667,Number,unit,"Total of all violations-Rate per 100,000 population",745.01,Percent,unit,1.7,Cents per litre,units,,81.9000015259,,99.9000015259,,81.3499984741,,,,3.14,0.543636363636,0.54,3.39,0.714090909091,4.64,1.05772727273,1.26818181818,0.75,0.498636363636,0.5,2.7,,,,,,100.13142395
1413,British Columbia,1990-11,2016A000259,"Index, 201612=100",units,96.0,66.7,82.6,,,,,,,,,,,,,,,,,Persons,unit,1520111.0,1845575.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",991.3,814.23334,1089.6333,177.08333,1578.3334,98.333336,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",58.966667,65.25,9.483334,,,,,Percent,unit,3.6,Cents per litre,units,,58.3499984741,74.1499977112,73.7000007629,69.0999984741,68.7000007629,,,,12.75,,,,,12.75,,,,,,13.25,7.2,2.9,5.1,491.5,7.5,82.5690994263
1414,British Columbia,1992-01,2016A000259,"Index, 201612=100",units,96.2,72.5,85.3,,,,,,,,,,,,,,,,,Persons,unit,1517851.0,1826603.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1011.76666,828.1,1121.2333,183.7,1627.55,109.46667,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",58.066666,64.833336,10.333333,,,,,Percent,unit,2.5,Cents per litre,units,52.2999992371,52.2999992371,62.2999992371,61.4499988556,56.75,55.3500003815,Persons,units,14000.0,8.25,,,,,9.75,,,,,,7.5,7.6,3.5,5.6,450.1,0.0,84.9752883911
1415,British Columbia,1992-03,2016A000259,"Index, 201612=100",units,97.9,74.7,87.2,,,,,,,,,,,,,,,,,Persons,unit,1716959.0,2092047.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1022.1,836.0,1131.5167,186.1,1634.45,109.4,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",58.35,65.1,10.366667,,,,,Percent,unit,2.1,Cents per litre,units,51.3500003815,51.5,57.7999992371,56.8500003815,51.1000003815,50.5500011444,,,,9.5,,,,,10.5,,,,,,8.25,13.5,6.6,10.1,41.0,0.0,87.2255477905
1416,British Columbia,1999-08,2016A000259,"Index, 201612=100",units,72.1,82.5,74.8,,,,,,,,,,,,,,,,,Persons,unit,1108251.0,2407761.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1214.5667,962.2833,1319.1,252.3,1951.2,104.53333,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",57.55,62.95,8.55,Number,unit,"Total of all violations-Rate per 100,000 population",1047.23,Percent,unit,1.6,Cents per litre,units,52.9000015259,53.1499996185,71.5999984741,69.7999992371,61.5500011444,59.5500011444,,,,7.05,,,,,7.8,,,,,,6.25,22.1,13.4,17.7,72.3,0.0,74.8009643555
1417,Quebec,2013-06,2016A000224,"Index, 201612=100",units,98.7,98.4,98.6,,,,,Dollars,unit,Average expenditure per household,67.92,657.67,1004.83,7.75,317.83,979.17,251.75,1067.58,5699.75,Persons,unit,665169.0,1038673.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",2587.9834,2122.1667,2796.9167,465.81668,4121.9165,208.95,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.483334,65.916664,8.266666,Number,unit,"Total of all violations-Rate per 100,000 population",391.76,Percent,unit,1.5,Cents per litre,units,,133.349998474,,146.100006104,,135.349998474,,,,3.112,1.15333333333,1.26095238095,3.61,1.64428571429,5.14,1.96476190476,2.25666666667,1.25,1.010085,1.0,3.0,20.1,8.1,14.1,126.8,0.0,98.2957382202
1418,Manitoba,2000-04,2016A000246,"Index, 201612=100",units,49.3,34.8,45.0,Percent,units,"5-year percent change of median income, Both sexes, All age groups",1.42,,,,,,,,,,,,,Persons,unit,101391.0,168302.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",351.93332,288.51666,369.08334,63.433334,521.1667,17.15,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",63.633335,67.23333,5.2,Number,unit,"Total of all violations-Rate per 100,000 population",976.14,Percent,unit,1.4,Cents per litre,units,62.2000007629,60.9000015259,76.3000030518,75.1999969482,66.4000015259,65.5999984741,Persons,units,-103.0,7.7,6.03,6.2,8.15,6.17,8.35,6.2,6.1,5.5,,5.25,7.0,,,,,,45.1003799438
1419,Alberta,1992-06,2016A000248,"Index, 201612=100",units,36.7,38.0,36.9,,,,,,,,,,,,,,,,,Persons,unit,83627.0,200163.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",813.61664,670.4,900.15,143.2,1206.05,86.51667,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",62.716667,69.583336,9.616667,,,,,Percent,unit,1.9,Cents per litre,units,44.8499984741,43.4500007629,55.5500011444,55.8999996185,48.7999992371,48.8500003815,,,,7.5,,,,,9.63,,,,,,7.0,,,,,,36.6478652954
1420,Alberta,2012-04,2016A000248,"Index, 201612=100",units,93.8,93.8,93.7,,,,,Dollars,unit,Average expenditure per household,154.58,704.83,1616.75,10.58,550.67,1430.25,290.0,1608.42,8115.58,Persons,unit,321431.0,398486.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1378.3334,1156.8667,1442.7,221.45,1899.05,64.36667,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",68.96667,72.53333,4.95,Number,unit,"Total of all violations-Rate per 100,000 population",683.62,Percent,unit,1.8,Cents per litre,units,115.150001526,115.650001526,131.449996948,132.0,118.799999237,118.149997711,Persons,units,18740.0,3.2,1.30142857143,1.41857142857,3.95,1.61047619048,5.44,1.74,2.06619047619,1.25,1.00601,1.0,3.0,,,,,,93.5939559937
1421,Alberta,2013-02,2016A000248,"Index, 201612=100",units,96.1,94.6,95.6,,,,,Dollars,unit,Average expenditure per household,130.75,777.33,1787.42,13.75,530.83,1421.58,283.0,1621.58,8432.92,Persons,unit,264552.0,334785.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1401.0333,1197.9,1466.3334,203.15,1944.5333,65.28333,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",68.183334,71.833336,5.1833334,Number,unit,"Total of all violations-Rate per 100,000 population",663.49,Percent,unit,1.6,Cents per litre,units,,117.949996948,,123.75,,109.0,,,,3.0,1.10315789474,1.18105263158,3.65,1.43631578947,5.24,1.64894736842,1.96789473684,1.25,1.00457894737,1.0,3.0,,,,,,95.1814651489
1422,British Columbia,1997-12,2016A000259,"Index, 201612=100",units,79.4,85.2,80.8,,,,,,,,,,,,,,,,,Persons,unit,835053.0,1358024.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1196.9833,961.18335,1299.8,235.81667,1917.4,102.8,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",57.35,62.866665,8.633333,,,,,Percent,unit,1.4,Cents per litre,units,54.4500007629,54.4500007629,67.2999992371,56.9500007629,56.9500007629,55.7999992371,,,,6.65,,,,,7.05,,,,,,6.0,6.8,1.9,4.3,234.0,10.0,80.2511444092
1423,Nova Scotia,1990-09,2016A000212,"Index, 201612=100",units,54.8,59.1,55.9,,,,,,,,,,,,,,,,,Persons,unit,9031.0,69095.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",244.5,205.43333,274.36667,39.066666,425.15,29.883333,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",53.516666,60.5,10.966666,,,,,Percent,unit,3.5,Cents per litre,units,58.5,,59.7000007629,,56.2999992371,,,,,13.25,,,,,13.25,,,,,,13.75,,,,,,56.0074157715
1424,Quebec,1992-02,2016A000224,"Index, 201612=100",units,54.5,52.3,53.9,,,,,,,,,,,,,,,,,Persons,unit,679847.0,922806.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1948.9833,1641.8167,2209.85,307.16666,3419.2834,260.9,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",52.516666,60.0,12.416667,,,,,Percent,unit,2.2,Cents per litre,units,58.7000007629,59.75,68.3999977112,67.6500015259,60.8500003815,60.6000003815,,,,8.25,,,,,9.75,,,,,,7.5,-10.6,-21.7,-16.2,0.0,82.5,53.8983459473
1425,Ontario,1992-01,2016A000235,"Index, 201612=100",units,46.1,80.2,55.4,,,,,,,,,,,,,,,,,Persons,unit,2734923.0,4163977.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",3164.25,2628.7666,3493.25,535.5,5004.1,329.0,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",58.966667,65.55,9.733334,,,,,Percent,unit,2.5,Cents per litre,units,,,63.3333333333,61.866666158,57.133333842,56.0666681925,Persons,units,29395.0,8.25,,,,,9.75,,,,,,7.5,0.4,-5.7,-2.7,31.8,16.2,55.5782699585
1426,Ontario,1994-04,2016A000235,"Index, 201612=100",units,44.5,77.8,53.3,,,,,,,,,,,,,,,,,Persons,unit,2263333.0,4121439.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",3171.6667,2601.0667,3522.9666,570.6,5150.85,351.26666,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",56.9,63.8,10.783334,,,,,Percent,unit,1.2,Cents per litre,units,,,60.6666666667,60.0,52.5,51.7000007629,Persons,units,30718.0,7.95,,,,,9.5,,,,,,6.75,12.5,3.9,8.2,79.0,10.4,53.3160324097
1427,Ontario,1994-11,2016A000235,"Index, 201612=100",units,44.8,77.9,53.5,,,,,,,,,,,,,,,,,Persons,unit,1985404.0,4021036.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",3244.4333,2681.35,3553.1333,563.11664,5194.467,308.7,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",57.85,63.7,8.75,,,,,Percent,unit,1.2,Cents per litre,units,,,63.9999987284,62.6999994914,54.5333340963,53.5999997457,,,,8.0,,,,,9.9,,,,,,7.0,9.8,4.2,7.1,67.0,4.0,53.7300796509
1428,Ontario,2007-10,2016A000235,"Index, 201612=100",units,71.6,88.6,76.7,,,,,,,,,,,,,,,,,Persons,unit,2280662.0,3962342.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",4213.4,3491.55,4473.967,721.86664,6348.1,260.53333,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",62.566666,66.916664,6.483333,Number,unit,"Total of all violations-Rate per 100,000 population",474.63,Percent,unit,2.2,Cents per litre,units,,,110.966664632,108.433331807,99.2333323161,97.2333323161,Persons,units,22639.0,7.18333333333,4.20636363636,4.26545454545,7.36666666667,4.27636363636,7.35666666667,4.30409090909,4.36272727273,4.75,4.50753181818,4.5,6.25,,,,,,76.6456375122
1429,Ontario,2009-02,2016A000235,"Index, 201612=100",units,74.3,90.2,79.1,,,,,,,,,,,,,,,,,Persons,unit,1750598.0,2753136.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",4122.817,3369.95,4507.3833,752.86664,6443.8335,384.58334,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.283333,66.48333,9.25,Number,unit,"Total of all violations-Rate per 100,000 population",442.5,Percent,unit,2.7,Cents per litre,units,,,97.2333323161,94.1666666667,85.5999984741,82.5333328247,,,,5.0,1.215,1.6145,5.15,2.048,5.79,2.319,2.96,1.25,0.9979,1.0,3.0,,,,,,79.0307922363
1430,Ontario,2009-05,2016A000235,"Index, 201612=100",units,73.2,90.2,78.3,,,,,,,,,,,,,,,,,Persons,unit,2026938.0,3601660.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",4077.3167,3331.25,4492.467,746.0833,6461.033,415.13333,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",59.4,66.03333,9.933333,Number,unit,"Total of all violations-Rate per 100,000 population",442.5,Percent,unit,2.6,Cents per litre,units,,,107.466664632,106.133333842,95.6999994914,93.9666671753,,,,3.9,1.118,1.5955,4.15,2.1945,5.25,2.4535,3.202,0.5,0.24216,0.25,2.25,,,,,,78.3058242798
1431,Manitoba,2002-09,2016A000246,"Index, 201612=100",units,53.3,35.4,48.0,Percent,units,"5-year percent change of median income, Both sexes, All age groups",1.67,,,,,,,,,,,,,Persons,unit,84623.0,166709.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",360.3,293.2,376.38333,67.1,525.73334,16.1,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",65.066666,68.26667,4.516667,Number,unit,"Total of all violations-Rate per 100,000 population",1021.23,Percent,unit,2.1,Cents per litre,units,62.2000007629,61.5999984741,77.0,77.4000015259,68.3000030518,67.5,,,,5.3,3.48,3.78,6.05,4.2,6.7,4.59,4.92,3.0,,2.75,4.5,15.5,6.9,11.2,111.6,0.0,47.6480636597
1432,Manitoba,2012-12,2016A000246,"Index, 201612=100",units,91.7,93.4,92.4,,,,,Dollars,unit,Average expenditure per household,67.83,638.17,1069.67,10.0,341.42,1023.67,238.08,1143.0,5957.67,Persons,unit,120753.0,170262.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",399.96667,327.43332,420.21667,72.51667,583.8,20.266666,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",65.95,69.7,5.3333335,Number,unit,"Total of all violations-Rate per 100,000 population",811.93,Percent,unit,1.6,Cents per litre,units,119.400001526,120.900001526,123.0,122.199996948,109.5,109.0,,,,3.04,1.1025,1.1765,3.7,1.339,5.24,1.5065,1.7705,1.25,1.00036315789,1.0,3.0,,,,,,91.6973190308
1433,Saskatchewan,1989-04,2016A000247,"Index, 201612=100",units,32.2,33.1,32.5,,,,,,,,,,,,,,,,,Persons,unit,48372.0,62198.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",286.06668,223.76666,308.4,62.316666,450.83334,22.333334,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.216667,65.25,7.35,,,,,Percent,unit,,Cents per litre,units,,,,,46.1000003815,,Persons,units,-2517.0,13.5,,,,,12.75,,,,,,13.5,11.6,-0.7,5.5,20.2,0.0,32.3937339783
1434,Saskatchewan,2005-12,2016A000247,"Index, 201612=100",units,54.4,47.0,52.4,Percent,units,"5-year percent change of median income, Both sexes, All age groups",1.75,,,,,,,,,,,,,Persons,unit,19713.0,37857.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",302.01666,247.55,317.76666,54.466667,453.16666,15.7,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",63.483334,67.28333,5.5333333,Number,unit,"Total of all violations-Rate per 100,000 population",1322.19,Percent,unit,1.9,Cents per litre,units,,98.6999969482,99.1500015259,99.2000007629,89.0499992371,88.9500007629,,,,5.72,3.81,3.8405,5.88,3.92,6.24,3.952,4.041,3.46590909091,3.197755,3.21590909091,5.0,-2.6,-13.5,-8.1,0.0,7.3,52.6747093201
1435,Saskatchewan,2017-11,2016A000247,"Index, 201612=100",units,98.7,100.0,99.1,,,,,,,,,,,,,,,,,Persons,unit,32417.0,54222.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",358.23334,298.1,381.41666,60.166668,537.11664,23.183332,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",64.01667,68.6,6.6666665,Number,unit,"Total of all violations-Rate per 100,000 population",1065.41,Percent,unit,1.5,Cents per litre,units,,114.450000763,,126.5,,109.450000763,,,,3.24,1.4380952381,1.49047619048,3.74,1.63952380952,4.99,1.75285714286,1.91857142857,1.25,0.991561904762,1.0,3.2,,,,,,99.2581558228
1436,Alberta,1994-10,2016A000248,"Index, 201612=100",units,39.1,39.0,38.8,,,,,,,,,,,,,,,,,Persons,unit,73330.0,124831.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",851.7167,693.55,927.4667,158.13333,1248.25,75.71667,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",63.033333,68.96667,8.533334,,,,,Percent,unit,1.0,Cents per litre,units,44.5499992371,44.5,55.75,54.4499988556,47.0,47.4500007629,Persons,units,3655.0,8.0,,,,,9.9,,,,,,7.0,,,,,,38.7292289734
1437,Alberta,2004-04,2016A000248,"Index, 201612=100",units,58.0,49.8,55.0,Percent,units,"5-year percent change of median income, Both sexes, All age groups",2.08,,,,,,,,,,,,,Persons,unit,139577.0,210026.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1125.2833,933.81665,1175.4,191.46666,1548.8,50.116665,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",68.45,71.73333,4.366667,Number,unit,"Total of all violations-Rate per 100,000 population",900.93,Percent,unit,2.0,Cents per litre,units,62.6000003815,61.3000011444,85.6500015259,83.75,75.6000022888,74.0499992371,Persons,units,7322.0,4.45,2.73047619048,3.32428571429,5.44,3.69476190476,6.07,4.14857142857,4.61285714286,2.34090909091,2.08036666667,2.09090909091,3.8,,,,,,54.9969940186
1438,Alberta,2008-01,2016A000248,"Index, 201612=100",units,106.2,100.5,104.2,,,,,,,,,,,,,,,,,Persons,unit,209105.0,286900.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1286.4667,1094.2167,1332.2667,192.28334,1731.8833,45.816666,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",70.4,73.28333,3.9,Number,unit,"Total of all violations-Rate per 100,000 population",837.13,Percent,unit,2.3,Cents per litre,units,108.700000763,107.650001526,112.100002289,111.949996948,101.649997711,101.050003052,Persons,units,9214.0,7.35,3.30304347826,3.41304347826,7.48333333333,3.54434782609,7.47333333333,3.6747826087,3.84956521739,4.41304347826,4.15962272727,4.16304347826,5.875,,,,,,103.893684387
1439,Alberta,2009-04,2016A000248,"Index, 201612=100",units,90.1,95.1,91.7,,,,,,,,,,,,,,,,,Persons,unit,253317.0,332093.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1293.2667,1070.8,1374.85,222.48334,1793.65,81.61667,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",68.333336,73.0,6.3166666,Number,unit,"Total of all violations-Rate per 100,000 population",796.35,Percent,unit,2.7,Cents per litre,units,77.9000015259,76.9500007629,96.7000007629,95.5500030518,84.7999992371,83.5,Persons,units,9470.0,4.2,1.06571428571,1.40047619048,4.43,1.89428571429,5.43,2.13,2.95428571429,0.659090909091,0.399857142857,0.409090909091,2.4,,,,,,91.4837265015
